epoch,train_loss,train_dice,train_iou,train_precision,train_recall,val_loss,val_dice,val_iou,val_precision,val_recall,lr
1,0.6969930529594421,0.8281915187835693,0.7310441136360168,0.7714089155197144,0.9355543255805969,0.4563324451446533,0.9007278680801392,0.8258862495422363,0.8896386623382568,0.920491635799408,7.999722603251321e-05
2,0.4046280086040497,0.8970962166786194,0.8226935267448425,0.8821601271629333,0.9233294129371643,0.33067697286605835,0.9097619652748108,0.8387989401817322,0.8980220556259155,0.9266080856323242,7.998890453504733e-05
3,0.3289845585823059,0.9030126929283142,0.832192599773407,0.8941110968589783,0.9211707711219788,0.2960449159145355,0.9120098948478699,0.8431596159934998,0.9029747843742371,0.9262787699699402,7.997503672252677e-05
4,0.30215775966644287,0.9062519073486328,0.8370111584663391,0.8987118005752563,0.9216828346252441,0.27992910146713257,0.9145457148551941,0.8470951914787292,0.9051024913787842,0.9281221032142639,7.995562461962842e-05
5,0.2888686954975128,0.9094305038452148,0.8413589000701904,0.9028230905532837,0.9221616387367249,0.2712302803993225,0.9162574410438538,0.8505519032478333,0.9111543893814087,0.9257660508155823,7.993067106048607e-05
6,0.2802216410636902,0.9109660387039185,0.844040036201477,0.9047770500183105,0.9232402443885803,0.27650606632232666,0.9111695289611816,0.8424133062362671,0.8998813629150391,0.928234875202179,7.990017968827667e-05
7,0.2760293185710907,0.9113482236862183,0.8448920845985413,0.9049632549285889,0.9240207672119141,0.2615511417388916,0.916111171245575,0.8512470126152039,0.9024601578712463,0.9359791278839111,7.986415495468838e-05
8,0.27175137400627136,0.913809597492218,0.8481912612915039,0.9074140191078186,0.9250489473342896,0.25963011384010315,0.9162312150001526,0.8515061140060425,0.9052559733390808,0.93283611536026,7.982260211927066e-05
9,0.2695513367652893,0.9134522676467896,0.8482402563095093,0.9071215391159058,0.9254044890403748,0.26072919368743896,0.915068507194519,0.8495157361030579,0.9159804582595825,0.919930636882782,7.977552724866637e-05
10,0.26707324385643005,0.913912832736969,0.8490347266197205,0.9075942635536194,0.9258801341056824,0.25894105434417725,0.9177208542823792,0.8526648283004761,0.9133604764938354,0.9256671667098999,7.972293721572605e-05
11,0.2643134295940399,0.9148526787757874,0.8506507277488708,0.9087598919868469,0.9264676570892334,0.2593832314014435,0.9172574877738953,0.8519660830497742,0.9248950481414795,0.9132563471794128,7.966483969850455e-05
12,0.26429620385169983,0.9154886603355408,0.8511685132980347,0.909175455570221,0.9265854358673096,0.25484317541122437,0.9187251925468445,0.8544830083847046,0.9204832911491394,0.920405924320221,7.960124317913994e-05
13,0.26343175768852234,0.9155594706535339,0.8514597415924072,0.9092199206352234,0.9267230033874512,0.2558191418647766,0.9168457984924316,0.8525644540786743,0.9043417572975159,0.935271143913269,7.953215694261523e-05
14,0.2614351809024811,0.9153947234153748,0.851853609085083,0.9093509316444397,0.9273099899291992,0.2530863583087921,0.9176663756370544,0.8540326952934265,0.9147842526435852,0.9258906245231628,7.945759107540273e-05
15,0.2584601938724518,0.9176357388496399,0.8547254800796509,0.9113589525222778,0.9284470081329346,0.25679558515548706,0.918350100517273,0.8535915613174438,0.9153103232383728,0.9250507354736328,7.937755646399146e-05
16,0.25834670662879944,0.9178428053855896,0.8549174666404724,0.9115232825279236,0.9284064769744873,0.2560690939426422,0.9170169234275818,0.8526950478553772,0.9036482572555542,0.9361431002616882,7.92920647932977e-05
17,0.25620347261428833,0.9177473187446594,0.8553942441940308,0.9110404849052429,0.9295865297317505,0.25426891446113586,0.9167287349700928,0.8529238700866699,0.9182108640670776,0.9208881855010986,7.920112854495912e-05
18,0.2559775710105896,0.9172163009643555,0.8548710942268372,0.9107277393341064,0.9293294548988342,0.25024139881134033,0.9204085469245911,0.857353150844574,0.91927170753479,0.9249236583709717,7.910476099551233e-05
19,0.2545539438724518,0.9191725850105286,0.8572612404823303,0.9127548933029175,0.9299629330635071,0.25300613045692444,0.9197081923484802,0.8560448288917542,0.9170281887054443,0.9257272481918335,7.900297621445466e-05
20,0.25296181440353394,0.9195457100868225,0.8579432368278503,0.9133005142211914,0.9302766919136047,0.25594550371170044,0.9182993769645691,0.8539475798606873,0.9279013872146606,0.9122830629348755,7.889578906218997e-05
21,0.25361159443855286,0.9194897413253784,0.8577386736869812,0.9135035276412964,0.9297543168067932,0.2501474916934967,0.920846700668335,0.8580607771873474,0.91265869140625,0.9325051307678223,7.878321518785906e-05
22,0.2517585754394531,0.9198287129402161,0.8586021661758423,0.9135987758636475,0.9307013154029846,0.2508203983306885,0.9206098914146423,0.8574661612510681,0.9111254215240479,0.9338186979293823,7.866527102705495e-05
23,0.25046494603157043,0.9205851554870605,0.8597122430801392,0.9142199158668518,0.9312740564346313,0.25064587593078613,0.9199268221855164,0.8566204905509949,0.9257259368896484,0.9174471497535706,7.854197379942328e-05
24,0.2487071454524994,0.9210668802261353,0.8606220483779907,0.9147889018058777,0.9318036437034607,0.25888925790786743,0.9164236783981323,0.8507083654403687,0.9332733154296875,0.9036430716514587,7.841334150614831e-05
25,0.24809925258159637,0.9226357340812683,0.8622980117797852,0.9164309501647949,0.9320046901702881,0.24920837581157684,0.9209333062171936,0.8583472967147827,0.921710729598999,0.9234575629234314,7.827939292732472e-05
26,0.2480124533176422,0.9220726490020752,0.8616403341293335,0.9157790541648865,0.9321013689041138,0.24852408468723297,0.9209867119789124,0.8586128354072571,0.9192506074905396,0.9263561367988586,7.814014761921584e-05
27,0.24544976651668549,0.9229467511177063,0.8632615208625793,0.9166975617408752,0.9330106973648071,0.24833405017852783,0.9210715293884277,0.8585019111633301,0.9213645458221436,0.9239509701728821,7.799562591139831e-05
28,0.2448846846818924,0.9227173328399658,0.8632362484931946,0.9164037108421326,0.9332930445671082,0.25102752447128296,0.9203397631645203,0.8572306036949158,0.9123746156692505,0.9317458271980286,7.784584890379422e-05
29,0.24423520267009735,0.9235223531723022,0.8641555905342102,0.9168564081192017,0.9339874386787415,0.24915939569473267,0.9207120537757874,0.8577713370323181,0.923422634601593,0.9213288426399231,7.769083846359037e-05
30,0.24321304261684418,0.923480212688446,0.8643950819969177,0.917317271232605,0.9338759183883667,0.25159865617752075,0.9196985960006714,0.8562297224998474,0.925307035446167,0.9176024198532104,7.753061722204576e-05
31,0.2417018860578537,0.9243205189704895,0.8656190633773804,0.9180333018302917,0.9345316886901855,0.25082752108573914,0.9202932715415955,0.8570516109466553,0.9234035611152649,0.9203558564186096,7.736520857118748e-05
32,0.24057668447494507,0.9239825010299683,0.8655412793159485,0.917445719242096,0.9351667761802673,0.24536269903182983,0.920588493347168,0.8590086698532104,0.9153667688369751,0.9311459064483643,7.71946366603955e-05
33,0.23855841159820557,0.9254094362258911,0.8674437403678894,0.918911874294281,0.9359537363052368,0.25018128752708435,0.9187909364700317,0.8556845188140869,0.9148799777030945,0.9280694723129272,7.701892639287692e-05
