epoch,train_loss,train_dice,train_iou,train_precision,train_recall,val_loss,val_dice,val_iou,val_precision,val_recall,lr
1,0.8828037977218628,0.7793182730674744,0.657559871673584,0.6953850388526917,0.9245487451553345,0.7355387806892395,0.8665993213653564,0.7703155875205994,0.8144400119781494,0.9361022114753723,7.999722603251321e-05
2,0.70958411693573,0.8611721396446228,0.7659152150154114,0.8151617646217346,0.9302070736885071,0.6380096673965454,0.8893952369689941,0.8060036301612854,0.8729842305183411,0.9138016700744629,7.998890453504733e-05
3,0.6150961518287659,0.8790746331214905,0.7933698892593384,0.84648197889328,0.9275034070014954,0.5709170699119568,0.879521906375885,0.7901727557182312,0.8159072995185852,0.9609689712524414,7.997503672252677e-05
4,0.5392429828643799,0.8878515958786011,0.8069084286689758,0.8622227311134338,0.9265745878219604,0.48032665252685547,0.9004683494567871,0.8245163559913635,0.8809720277786255,0.9274666905403137,7.995562461962842e-05
5,0.47472482919692993,0.8928923010826111,0.8152326345443726,0.872677743434906,0.9249340295791626,0.43122637271881104,0.902289628982544,0.8278793096542358,0.8829249739646912,0.9296541810035706,7.993067106048607e-05
6,0.4232797622680664,0.8965566158294678,0.8212532997131348,0.8803005814552307,0.9234656095504761,0.4048372805118561,0.8962199687957764,0.8174635767936707,0.8476942181587219,0.9575195908546448,7.990017968827667e-05
7,0.3828594982624054,0.9000914692878723,0.8263434767723083,0.8862677216529846,0.9231466054916382,0.3470166325569153,0.9070677161216736,0.8369942903518677,0.897127628326416,0.9254096746444702,7.986415495468838e-05
8,0.35078006982803345,0.9026128053665161,0.8304134607315063,0.890591561794281,0.923112690448761,0.321286678314209,0.9085478782653809,0.8379340767860413,0.8906413316726685,0.933087170124054,7.982260211927066e-05
9,0.3270943760871887,0.9040787220001221,0.8327846527099609,0.8938327431678772,0.9222711324691772,0.30059489607810974,0.9090604186058044,0.8387902975082397,0.8981830477714539,0.9265027642250061,7.977552724866637e-05
10,0.311149924993515,0.9057933688163757,0.8348668813705444,0.89649897813797,0.9219309687614441,0.289826899766922,0.9096089601516724,0.839773952960968,0.8863104581832886,0.9402692914009094,7.972293721572605e-05
11,0.2962057590484619,0.907493531703949,0.8378899097442627,0.8986884951591492,0.9231723546981812,0.27596697211265564,0.9114578366279602,0.8434000611305237,0.9055718183517456,0.9243566989898682,7.966483969850455e-05
12,0.2853972911834717,0.9095149636268616,0.8407719135284424,0.9012437462806702,0.9237575531005859,0.2730505168437958,0.9098894000053406,0.8409531712532043,0.8938490152359009,0.9334597587585449,7.960124317913994e-05
13,0.2790546119213104,0.9089272022247314,0.8403023481369019,0.9013795256614685,0.9230132699012756,0.26573067903518677,0.911658763885498,0.8438135981559753,0.9127150774002075,0.9166302680969238,7.953215694261523e-05
14,0.2737179100513458,0.9093610644340515,0.8410896062850952,0.9019858241081238,0.9230919480323792,0.26153564453125,0.9122713804244995,0.84468013048172,0.8968172073364258,0.9342427849769592,7.945759107540273e-05
15,0.2659449577331543,0.9124506711959839,0.8453810811042786,0.9054982662200928,0.9244080781936646,0.25595608353614807,0.9124869108200073,0.84571772813797,0.9180033206939697,0.9133203625679016,7.937755646399146e-05
16,0.26283952593803406,0.9121729731559753,0.8452098369598389,0.9051442742347717,0.9247957468032837,0.2512567937374115,0.9136032462120056,0.8467829823493958,0.8974490761756897,0.935823917388916,7.92920647932977e-05
17,0.2584535777568817,0.9129754900932312,0.8467471599578857,0.9058583974838257,0.9257623553276062,0.24645231664180756,0.9152573347091675,0.8497951030731201,0.909285306930542,0.9266656637191772,7.920112854495912e-05
18,0.25605830550193787,0.9129734039306641,0.8469721078872681,0.9063422083854675,0.9254608750343323,0.24677559733390808,0.9144574999809265,0.8485215902328491,0.9254212379455566,0.9090237021446228,7.910476099551233e-05
19,0.25246462225914,0.9144501686096191,0.8489670753479004,0.9077413082122803,0.9264714121818542,0.24176882207393646,0.9166833162307739,0.8519913554191589,0.9012796878814697,0.9380733966827393,7.900297621445466e-05
20,0.25200703740119934,0.9139575362205505,0.8483140468597412,0.9070963859558105,0.9262415170669556,0.2450312227010727,0.9145807027816772,0.8485260605812073,0.9126316905021667,0.9222090840339661,7.889578906218997e-05
21,0.2519574761390686,0.9137327671051025,0.8478785753250122,0.9071938991546631,0.9256061315536499,0.24244324862957,0.9148255586624146,0.8501729369163513,0.9114266633987427,0.9254239797592163,7.878321518785906e-05
22,0.24677728116512299,0.9160357713699341,0.8514119982719421,0.9093417525291443,0.9275732040405273,0.23887942731380463,0.9160661697387695,0.8515866994857788,0.91424959897995,0.9236668944358826,7.866527102705495e-05
23,0.24355724453926086,0.9180622696876526,0.8541656136512756,0.9110018014907837,0.9288690090179443,0.2369861751794815,0.9169093370437622,0.8526601195335388,0.9215357303619385,0.9176402688026428,7.854197379942328e-05
24,0.2428870052099228,0.9181647896766663,0.854242205619812,0.911534309387207,0.9285637140274048,0.23828616738319397,0.9163073301315308,0.8513626456260681,0.9218223094940186,0.9165976047515869,7.841334150614831e-05
25,0.24136124551296234,0.9182047843933105,0.8546473383903503,0.9116010665893555,0.9289969205856323,0.23720602691173553,0.9165034294128418,0.8521491885185242,0.9222910404205322,0.9160688519477844,7.827939292732472e-05
26,0.2402810901403427,0.9179534912109375,0.8545663356781006,0.9114183187484741,0.929158091545105,0.2366524487733841,0.9167680144309998,0.8525877594947815,0.9170823097229004,0.9216797947883606,7.814014761921584e-05
27,0.23829327523708344,0.9192397594451904,0.8562514185905457,0.9125366806983948,0.929966390132904,0.23545846343040466,0.9167994856834412,0.8527180552482605,0.9243074655532837,0.914702296257019,7.799562591139831e-05
28,0.2374110072851181,0.9192852973937988,0.8565261363983154,0.9129917621612549,0.929696798324585,0.23293112218379974,0.9182592630386353,0.8550048470497131,0.9109873175621033,0.931090772151947,7.784584890379422e-05
29,0.2359502911567688,0.9199149012565613,0.857330322265625,0.9130299687385559,0.9308050870895386,0.23667779564857483,0.916734516620636,0.8524434566497803,0.8973652124404907,0.9425935745239258,7.769083846359037e-05
