epoch,train_loss,train_dice,train_iou,train_precision,train_recall,val_loss,val_dice,val_iou,val_precision,val_recall,lr
1,0.9363256096839905,0.737186849117279,0.6024702787399292,0.6246152520179749,0.9512556791305542,0.8239466547966003,0.8326047658920288,0.7190588712692261,0.7453308701515198,0.9555510878562927,7.999612563435848e-05
2,0.8091350197792053,0.8389810919761658,0.7331554889678955,0.7710359692573547,0.9415474534034729,0.75188148021698,0.8709948062896729,0.7772253751754761,0.8191512227058411,0.939296305179596,7.99845033274712e-05
3,0.741848886013031,0.8621753454208374,0.7677409052848816,0.8109133243560791,0.936889111995697,0.6982108950614929,0.8748684525489807,0.7835882306098938,0.8204604387283325,0.9452047348022461,7.996513544928904e-05
4,0.6819742321968079,0.8753796815872192,0.7876817584037781,0.8360654711723328,0.9327337741851807,0.6320681571960449,0.8928639888763428,0.8116816282272339,0.8584977388381958,0.936880886554718,7.993802594919316e-05
5,0.6282719373703003,0.881815493106842,0.7978891730308533,0.8488494753837585,0.9306784868240356,0.575621485710144,0.8985995054244995,0.8213120698928833,0.884713351726532,0.9198172092437744,7.990318035518964e-05
6,0.5724700093269348,0.8880481719970703,0.8074299693107605,0.8598650693893433,0.929926872253418,0.5333312749862671,0.8958768248558044,0.8165552020072937,0.8543012738227844,0.9483457207679749,7.986060577278229e-05
7,0.5218855738639832,0.8922101855278015,0.8138713240623474,0.8675826191902161,0.9287691712379456,0.49520593881607056,0.8996584415435791,0.8233773708343506,0.8638554811477661,0.9454182386398315,7.981031088352369e-05
8,0.4764392077922821,0.8951389193534851,0.8186023831367493,0.8741138577461243,0.9272379279136658,0.45858675241470337,0.9040284752845764,0.8301695585250854,0.8762609958648682,0.939578115940094,7.975230594324493e-05
9,0.43680188059806824,0.89898681640625,0.8242326378822327,0.8804646134376526,0.9265463352203369,0.3968704640865326,0.9044551849365234,0.8307793140411377,0.8767392635345459,0.9404332041740417,7.968660277996433e-05
10,0.40245312452316284,0.8984333872795105,0.8245707154273987,0.8820556402206421,0.9256242513656616,0.376985639333725,0.9040486812591553,0.8301426768302917,0.8725168108940125,0.9439854621887207,7.961321479147547e-05
